time_step,neutron_id,x,y,type
0,1,2,10,epithermal
0,4,1,12,fast
0,5,7,7,fast
0,6,12,7,epithermal
0,9,6,11,fast
0,13,5,6,fast
0,15,13,11,epithermal
0,16,11,14,fast
0,17,1,8,fast
0,18,13,14,fast
0,19,8,3,epithermal
0,20,9,7,epithermal
0,21,7,1,fast
0,23,5,4,fast
0,24,13,0,fast
0,27,1,2,fast
0,28,2,1,epithermal
0,29,13,0,epithermal
0,30,10,2,epithermal
0,31,6,11,fast
0,32,7,4,fast
0,33,11,0,epithermal
0,34,2,1,epithermal
0,35,1,10,fast
0,37,1,2,epithermal
0,39,12,1,epithermal
0,40,4,7,fast
0,42,5,2,fast
0,44,1,4,fast
0,49,0,3,fast
0,50,4,7,epithermal
0,52,11,13,epithermal
0,53,6,14,fast
0,54,9,8,epithermal
0,55,12,7,epithermal
0,56,10,12,epithermal
0,58,12,6,fast
0,59,11,11,fast
0,60,10,3,fast
0,62,8,11,fast
0,63,12,13,fast
0,64,1,9,epithermal
0,65,4,9,fast
0,67,7,8,fast
0,68,11,4,epithermal
0,69,10,5,epithermal
0,70,4,7,fast
0,71,4,4,fast
0,74,14,3,fast
0,75,9,13,epithermal
0,77,8,6,fast
0,79,5,7,fast
0,80,1,3,fast
0,81,12,10,fast
0,82,10,11,epithermal
0,83,11,7,fast
0,85,12,2,fast
0,86,6,5,fast
0,87,5,2,epithermal
0,88,10,4,epithermal
0,89,2,6,epithermal
0,90,11,2,fast
0,91,10,1,fast
0,93,12,2,fast
0,95,7,1,fast
0,97,10,3,fast
0,98,3,5,fast
0,99,5,10,fast
0,100,8,0,fast
0,101,8,7,fast
0,102,12,13,epithermal
0,106,2,10,epithermal
0,107,3,6,fast
0,108,5,5,epithermal
0,109,0,13,fast
0,113,2,7,fast
0,115,7,10,fast
0,116,7,13,fast
0,117,13,2,fast
0,118,13,1,fast
0,121,3,11,fast
0,122,9,11,epithermal
0,124,11,3,fast
0,125,9,11,epithermal
0,126,3,7,epithermal
0,127,6,6,fast
0,128,10,3,epithermal
0,131,10,11,epithermal
0,132,3,4,fast
0,135,13,1,fast
0,136,7,12,fast
0,137,8,10,fast
0,139,12,11,epithermal
0,140,9,7,fast
0,142,1,0,fast
0,144,10,3,fast
0,145,8,2,fast
0,147,13,1,fast
0,148,2,6,fast
0,150,1,8,fast
0,152,9,6,fast
0,153,12,11,fast
0,155,9,5,epithermal
0,158,7,12,fast
0,160,14,5,fast
0,162,3,3,fast
0,166,1,9,epithermal
0,167,10,12,epithermal
0,168,12,8,fast
0,169,10,0,epithermal
0,174,9,11,epithermal
0,175,9,13,fast
0,177,12,2,fast
0,180,9,5,fast
0,182,14,1,fast
0,183,1,2,fast
0,184,9,2,fast
0,187,13,11,epithermal
0,188,8,5,fast
0,189,6,8,fast
0,190,5,1,fast
0,191,2,4,fast
0,192,13,3,epithermal
0,194,6,13,fast
0,196,10,9,fast
0,198,3,3,fast
0,199,5,9,epithermal
1,1,2,12,thermal
1,5,9,8,fast
1,13,5,4,fast
1,16,13,14,fast
1,17,2,8,epithermal
1,19,10,3,thermal
1,20,8,8,thermal
1,21,5,2,fast
1,23,6,3,fast
1,28,1,0,epithermal
1,30,10,4,epithermal
1,31,8,11,fast
1,32,8,5,fast
1,33,13,0,epithermal
1,35,1,9,fast
1,39,14,0,thermal
1,40,4,5,epithermal
1,42,3,2,fast
1,44,1,5,epithermal
1,50,3,8,epithermal
1,52,10,11,epithermal
1,54,10,7,thermal
1,55,12,6,epithermal
1,56,9,12,epithermal
1,58,14,8,fast
1,59,13,12,fast
1,60,10,4,epithermal
1,62,6,11,fast
1,64,0,11,thermal
1,65,3,8,fast
1,67,9,6,fast
1,68,9,4,thermal
1,69,8,6,epithermal
1,70,4,6,fast
1,71,4,5,fast
1,77,9,4,fast
1,79,7,5,fast
1,81,11,9,fast
1,82,8,13,thermal
1,85,13,1,epithermal
1,86,5,5,fast
1,87,5,1,thermal
1,88,10,6,thermal
1,89,0,8,epithermal
1,90,9,1,fast
1,91,10,2,fast
1,97,8,1,fast
1,99,7,9,fast
1,100,7,2,fast
1,101,9,7,epithermal
1,102,14,14,epithermal
1,106,4,10,epithermal
1,107,1,6,fast
1,109,2,12,fast
1,113,4,7,fast
1,115,7,9,fast
1,117,12,1,fast
1,122,7,11,thermal
1,125,10,11,epithermal
1,126,4,7,thermal
1,127,5,5,fast
1,128,8,1,thermal
1,131,12,13,epithermal
1,132,4,5,epithermal
1,136,5,13,fast
1,139,11,11,epithermal
1,140,9,6,epithermal
1,142,2,0,fast
1,144,8,2,fast
1,145,7,2,epithermal
1,148,1,6,fast
1,150,3,8,fast
1,153,14,11,fast
1,155,7,5,epithermal
1,158,6,13,fast
1,160,12,3,fast
1,166,1,10,epithermal
1,167,10,10,epithermal
1,175,8,13,epithermal
1,177,12,4,fast
1,182,14,3,fast
1,183,0,1,fast
1,188,9,6,fast
1,189,6,10,epithermal
1,191,2,5,fast
1,192,13,5,epithermal
1,196,11,11,fast
1,199,6,9,thermal
2,200,2,12,fast
2,201,10,3,fast
2,202,10,3,fast
2,203,8,8,fast
2,204,8,8,fast
2,205,8,8,fast
2,206,14,0,fast
2,207,10,6,fast
2,208,7,11,fast
2,209,7,11,fast
2,210,4,7,fast
2,211,8,1,fast
2,212,6,9,fast
2,1,2,12,thermal
2,5,8,10,fast
2,13,6,6,fast
2,17,2,6,epithermal
2,19,10,3,thermal
2,20,8,8,thermal
2,21,4,1,fast
2,23,6,2,epithermal
2,30,11,2,epithermal
2,31,10,13,fast
2,35,1,10,epithermal
2,39,14,0,thermal
2,40,4,7,thermal
2,42,2,3,fast
2,44,3,3,epithermal
2,50,5,10,epithermal
2,52,12,11,thermal
2,54,10,5,thermal
2,55,10,8,thermal
2,58,12,8,fast
2,59,13,11,epithermal
2,60,9,6,thermal
2,62,6,9,fast
2,65,2,8,epithermal
2,67,11,6,epithermal
2,68,8,6,thermal
2,69,8,7,epithermal
2,70,6,8,epithermal
2,71,3,7,fast
2,79,9,6,fast
2,81,13,7,fast
2,85,13,3,epithermal
2,86,6,4,fast
2,87,4,3,thermal
