time_step,nb_neutrons,power_mw,temperature_k,rod_active,scram_triggered,pos_RE01,pos_SC01
94,132,671.9999999999999,699.8150945711369,True,False,83.37500000000027,100.0
95,139,863.9999999999999,706.4560190982812,True,False,83.20000000000027,100.0
96,126,1055.9999999999998,714.9837390027898,True,False,83.02500000000028,100.0
97,119,863.9999999999999,721.5488203077758,True,False,82.85000000000028,100.0
98,126,768.0,727.1210762062369,True,False,82.67500000000028,100.0
99,133,815.9999999999999,733.1454708252057,True,False,82.50000000000028,100.0
100,149,912.0,740.0997434710797,True,False,82.32500000000029,100.0
101,141,1007.9999999999999,747.9792447537243,True,False,82.15000000000029,100.0
102,144,863.9999999999999,754.3793485299557,True,False,81.97500000000029,100.0
103,154,863.9999999999999,760.7474517873059,True,False,81.8000000000003,100.0
104,160,1104.0,769.4837145283693,True,False,81.6250000000003,100.0
105,152,1055.9999999999998,777.6962959557275,True,False,81.4500000000003,100.0
106,147,863.9999999999999,783.9478144759488,True,False,81.2750000000003,100.0
107,152,863.9999999999999,790.1680754035691,True,False,81.1000000000003,100.0
108,149,912.0,796.8372350265513,True,False,80.92500000000031,100.0
109,142,768.0,802.0330488514186,True,False,80.75000000000031,100.0
110,136,1007.9999999999999,809.6028836071615,True,False,80.57500000000032,100.0
111,151,863.9999999999999,815.6948691891257,True,False,80.40000000000032,100.0
112,152,1007.9999999999999,823.1963948431801,True,False,80.22500000000032,100.0
113,139,1007.9999999999999,830.6604128689642,True,False,80.05000000000032,100.0
114,134,768.0,835.6871108046194,True,False,79.87500000000033,100.0
115,126,863.9999999999999,841.6486752505963,True,False,79.70000000000033,100.0
116,109,671.9999999999999,845.6604318743433,True,False,79.52500000000033,100.0
117,104,624.0,849.1721297149716,True,False,79.35000000000034,100.0
118,96,479.99999999999994,851.2262690663968,True,False,79.17500000000034,100.0
119,76,479.99999999999994,853.2701377210648,True,False,79.00000000000034,100.0
120,70,384.0,854.3437870324594,True,False,78.82500000000034,100.0
121,75,384.0,855.4120680972972,True,False,78.65000000000035,100.0
122,86,527.9999999999999,857.9150077568106,True,False,78.47500000000035,100.0
123,81,479.99999999999994,859.9254327180265,True,False,78.30000000000035,100.0
124,77,527.9999999999999,862.4058055544364,True,False,78.12500000000036,100.0
125,88,576.0,865.3537765266642,True,False,77.95000000000036,100.0
126,94,576.0,868.2870076440308,True,False,77.77500000000036,100.0
127,110,576.0,871.2055726058106,True,False,77.60000000000036,100.0
128,117,720.0,875.5495447427816,True,False,77.42500000000037,100.0
129,100,671.9999999999999,879.3917970190677,True,False,77.25000000000037,100.0
130,102,576.0,882.2548380339723,True,False,77.07500000000037,100.0
131,101,815.9999999999999,887.5035638438025,True,False,76.90000000000038,100.0
132,102,431.99999999999994,888.8860460245835,True,False,76.72500000000038,100.0
133,92,863.9999999999999,894.5816157944606,True,False,76.55000000000038,100.0
134,94,624.0,897.8487077154883,True,False,76.37500000000038,100.0
135,98,815.9999999999999,903.0194641769109,True,False,76.20000000000039,100.0
136,96,720.0,907.2043668560264,True,False,76.02500000000039,100.0
137,100,671.9999999999999,910.8883450217462,True,False,75.85000000000039,100.0
138,98,384.0,911.6739032966375,True,False,75.6750000000004,100.0
139,100,479.99999999999994,913.4155337801543,True,False,75.5000000000004,100.0
140,108,671.9999999999999,917.0684561112536,True,False,75.3250000000004,100.0
141,103,624.0,920.2231138306973,True,False,75.1500000000004,100.0
142,94,624.0,923.3619982615438,True,False,74.9750000000004,100.0
143,103,576.0,926.0051882702361,True,False,74.80000000000041,100.0
144,96,576.0,928.6351623288849,True,False,74.62500000000041,100.0
145,88,720.0,932.6919865172405,True,False,74.45000000000041,100.0
146,81,624.0,935.7685265846543,True,False,74.27500000000042,100.0
147,88,479.99999999999994,937.3896839517311,True,False,74.10000000000042,100.0
148,86,527.9999999999999,939.4827355319724,True,False,73.92500000000042,100.0
149,80,527.9999999999999,941.5653218543125,True,False,74.10000000000042,100.0
150,78,335.99999999999994,941.7174952450409,True,False,73.92500000000042,100.0
151,87,576.0,944.2689077688158,True,False,73.75000000000043,100.0
152,97,671.9999999999999,947.7675632299718,True,False,73.57500000000043,100.0
153,95,671.9999999999999,951.248725413822,True,False,73.40000000000043,100.0
154,121,815.9999999999999,956.1524817867528,True,False,73.22500000000043,100.0
155,113,863.9999999999999,961.5117193778191,True,False,73.40000000000043,100.0
156,111,431.99999999999994,962.52416078093,True,False,73.22500000000043,100.0
157,112,527.9999999999999,964.4915399770252,True,False,73.05000000000044,100.0
158,111,671.9999999999999,967.8890822771401,True,False,72.87500000000044,100.0
159,123,624.0,970.7896368657545,True,False,72.70000000000044,100.0
160,115,912.0,976.5556886814256,True,False,72.52500000000045,100.0
161,110,527.9999999999999,978.4529102380185,True,False,72.35000000000045,100.0
162,114,815.9999999999999,983.2206456868284,True,False,72.17500000000045,100.0
163,117,671.9999999999999,986.5245424583943,True,False,72.00000000000045,100.0
164,107,720.0,990.2919197461023,True,False,71.82500000000046,100.0
165,86,527.9999999999999,992.1204601473718,True,False,72.00000000000045,100.0
166,86,335.99999999999994,992.0198578466349,True,False,71.82500000000046,100.0
167,92,671.9999999999999,995.2797585574017,True,False,71.65000000000046,100.0
168,103,671.9999999999999,998.5233597646147,True,False,71.47500000000046,100.0
169,113,768.0,1002.7107429657916,True,False,71.30000000000047,100.0
170,102,671.9999999999999,1005.9171892509627,True,False,71.12500000000047,100.0
171,113,768.0,1010.0676033047079,True,False,70.95000000000047,100.0
172,105,768.0,1014.1972652881843,True,False,70.77500000000047,100.0
173,92,671.9999999999999,1017.3462789617435,True,False,70.60000000000048,100.0
174,96,624.0,1019.9995475669348,True,False,70.6,100.0
175,89,576.0,1022.1595498291001,True,False,70.77499999999999,100.0
176,77,479.99999999999994,1023.3487520799546,True,False,70.94999999999999,100.0
177,76,479.99999999999994,1024.5320083195547,True,False,70.77499999999999,100.0
178,84,624.0,1027.149348277957,True,False,70.94999999999999,100.0
179,82,527.9999999999999,1028.7936015365672,True,False,71.12499999999999,100.0
180,73,431.99999999999994,1029.4696335288843,True,False,71.29999999999998,100.0
181,67,479.99999999999994,1030.6222853612398,True,False,71.47499999999998,100.0
182,62,288.0,1029.8491739344336,True,False,71.64999999999998,100.0
183,60,192.0,1028.1199280647613,True,False,71.82499999999997,100.0
184,56,288.0,1027.3593284244375,True,False,71.99999999999997,100.0
185,50,335.99999999999994,1027.0825317823153,True,False,72.17499999999997,100.0
186,58,192.0,1025.3671191234037,True,False,72.34999999999997,100.0
187,58,384.0,1025.5802835277866,True,False,72.52499999999996,100.0
188,63,431.99999999999994,1026.2723821101476,True,False,72.69999999999996,100.0
189,62,335.99999999999994,1026.001020199597,True,False,72.87499999999996,100.0
190,62,335.99999999999994,1025.731015098599,True,False,73.04999999999995,100.0
191,53,335.99999999999994,1025.4623600231062,True,False,73.22499999999995,100.0
192,50,144.0,1023.2750482229907,True,False,73.39999999999995,100.0
193,42,431.99999999999994,1023.9786729818758,True,False,73.57499999999995,100.0
194,34,288.0,1023.2387796169664,True,False,73.74999999999994,100.0
195,45,144.0,1021.0625857188816,True,False,73.92499999999994,100.0
196,45,335.99999999999994,1020.8172727902871,True,False,74.09999999999994,100.0
197,41,239.99999999999997,1019.6131864263357,True,False,74.27499999999993,100.0
198,39,239.99999999999997,1018.415120494204,True,False,74.44999999999993,100.0
199,43,192.0,1016.7430448917329,True,False,74.27499999999993,100.0
200,51,431.99999999999994,1017.4793296672742,True,False,74.44999999999993,100.0
201,43,384.0,1017.7319330189379,True,False,74.62499999999993,100.0
202,49,192.0,1016.0632733538432,True,False,74.79999999999993,100.0
203,53,288.0,1015.362956987074,True,False,74.97499999999992,100.0
204,49,288.0,1014.6661422021386,True,False,75.14999999999992,100.0
205,44,239.99999999999997,1013.4928114911279,True,False,75.32499999999992,100.0
206,40,192.0,1011.8453474336723,True,False,75.49999999999991,100.0
207,47,288.0,1011.1661206965039,True,False,75.4,100.0
208,56,384.0,1011.4502900930213,True,False,75.22500000000001,100.0
209,50,431.99999999999994,1012.2130386425562,True,False,75.4,100.0
210,38,288.0,1011.5319734493434,True,False,75.575,100.0
211,33,192.0,1009.8943135820966,True,False,75.75,100.0
212,44,144.0,1007.7848420141861,True,False,75.925,100.0
213,47,335.99999999999994,1007.6059178041152,True,False,75.75,100.0
214,46,384.0,1007.9078882150945,True,False,75.925,100.0
215,48,335.99999999999994,1007.7283487740191,True,False,76.1,100.0
216,41,335.99999999999994,1007.549707030149,True,False,76.27499999999999,100.0
217,39,144.0,1005.4519584949982,True,False,76.44999999999999,100.0
218,40,239.99999999999997,1004.3246987025232,True,False,76.62499999999999,100.0
219,37,96.0,1001.7630752090106,True,False,76.79999999999998,100.0
220,45,239.99999999999997,1000.6542598329655,True,False,76.97499999999998,100.0
221,46,288.0,1000.0309885338007,True,False,77.14999999999998,100.0
222,48,239.99999999999997,998.9308335911318,True,False,77.32499999999997,100.0
223,38,239.99999999999997,997.8361794231761,True,False,77.49999999999997,100.0
224,26,192.0,996.2669985260602,True,False,77.67499999999997,100.0
225,23,96.0,993.7456635334299,True,False,77.84999999999997,100.0
226,28,96.0,991.2369352157627,True,False,78.02499999999996,100.0
227,27,239.99999999999997,990.1807505396839,True,False,78.19999999999996,100.0
228,29,144.0,988.1698467869855,True,False,78.37499999999996,100.0
229,35,192.0,986.6489975530507,True,False,78.54999999999995,100.0
230,35,239.99999999999997,985.6157525652854,True,False,78.72499999999995,100.0
231,27,239.99999999999997,984.587673802459,True,False,78.89999999999995,100.0
232,32,0.0,981.1647354334467,True,False,79.0,100.0
233,25,239.99999999999997,980.1589117562795,True,False,79.175,100.0
234,27,48.0,977.2381171974981,True,False,79.35,100.0
235,32,192.0,975.7719266115106,True,False,79.175,100.0
236,28,239.99999999999997,974.793066978453,True,False,79.35,100.0
237,32,192.0,973.3391016435608,True,False,79.52499999999999,100.0
238,28,192.0,971.892406135343,True,False,79.69999999999999,100.0
239,21,192.0,970.4529441046662,True,False,79.87499999999999,100.0
240,22,192.0,969.0206793841429,True,False,80.04999999999998,100.0
241,17,192.0,967.5955759872222,True,False,80.22499999999998,100.0
242,15,48.0,964.7375981072861,True,False,80.39999999999998,100.0
243,17,96.0,962.3739101167497,True,False,80.22499999999998,100.0
244,21,192.0,960.982040566166,True,False,80.39999999999998,100.0
245,20,144.0,959.1171303633351,True,False,80.57499999999997,100.0
246,21,48.0,956.3015447115184,True,False,80.74999999999997,100.0
247,20,144.0,954.4600369879608,True,False,80.92499999999997,100.0
248,26,144.0,952.6277368030211,True,False,80.74999999999997,100.0
249,25,288.0,952.244598119006,True,False,80.57499999999997,100.0
250,27,239.99999999999997,951.383375128411,True,False,80.39999999999998,100.0
251,22,239.99999999999997,950.526458252769,True,False,80.57499999999997,100.0
252,13,144.0,948.7138259615051,True,False,80.74999999999997,100.0
253,10,48.0,945.9502568316976,True,False,80.92499999999997,100.0
254,10,48.0,943.2005055475391,True,False,81.09999999999997,100.0
255,13,96.0,940.9445030198015,True,False,81.27499999999996,100.0
256,11,96.0,938.6997805047024,True,False,81.44999999999996,100.0
257,12,0.0,935.5062816021789,True,False,81.62499999999996,100.0
258,19,96.0,933.288750194168,True,False,81.44999999999996,100.0
259,19,192.0,932.0423064431972,True,False,81.4,100.0
260,15,144.0,930.3220949109811,True,False,81.4,100.0
261,18,144.0,928.6104844364262,True,False,81.4,100.0
262,13,144.0,926.907432014244,True,False,81.575,100.0
263,15,48.0,924.2528948541728,True,False,81.4,100.0
264,18,144.0,922.571630379902,True,False,81.4,100.0
265,16,144.0,920.8987722280025,True,False,81.575,100.0
266,14,0.0,917.7942783668625,True,False,81.75,100.0
267,11,96.0,915.6653069750282,True,False,81.575,100.0
268,10,144.0,914.0269804401531,True,False,81.75,100.0
269,12,48.0,911.4368455379523,True,False,81.925,100.0
270,14,96.0,909.3396613102625,True,False,82.1,100.0
271,12,96.0,907.2529630037112,True,False,82.27499999999999,100.0
272,13,48.0,904.6966981886926,True,False,82.44999999999999,100.0
273,13,96.0,902.6332146977492,True,False,82.62499999999999,100.0
274,9,48.0,900.1000486242605,True,False,82.79999999999998,100.0
275,7,48.0,897.5795483811391,True,False,82.97499999999998,100.0
276,7,48.0,895.0716506392334,True,False,83.14999999999998,100.0
277,6,0.0,892.0962923860372,True,False,83.32499999999997,100.0
278,6,0.0,889.1358109241071,True,False,83.14999999999998,100.0
279,7,96.0,887.1501318694866,True,False,82.97499999999998,100.0
280,10,96.0,885.1743812101391,True,False,82.79999999999998,100.0
281,6,144.0,883.6885093040885,True,False,82.97499999999998,100.0
282,7,48.0,881.250066757568,True,False,83.14999999999998,100.0
283,7,48.0,878.8238164237802,True,False,83.32499999999997,100.0
284,6,0.0,875.9296973416613,True,False,83.49999999999997,100.0
285,6,48.0,873.530048854953,True,False,83.67499999999997,100.0
286,6,0.0,870.6623986106782,True,False,83.8,100.0
287,6,48.0,868.2890866176249,True,False,83.975,100.0
288,10,0.0,865.4476411845368,True,False,83.8,100.0
289,13,96.0,863.5804029786141,True,False,83.625,100.0
290,9,96.0,861.722500963721,True,False,83.8,100.0
291,9,48.0,859.3938884589024,True,False,83.8,100.0
292,8,48.0,857.0769190166079,True,False,83.975,100.0
293,9,0.0,854.2915344215248,True,False,83.8,100.0
294,9,48.0,852.0000767494172,True,False,83.625,100.0
295,10,96.0,850.2000763656702,True,False,83.45,100.0
296,11,144.0,848.8890759838418,True,False,83.625,100.0
297,12,48.0,846.6246306039226,True,False,83.45,100.0
298,16,96.0,844.851507450903,True,False,83.625,100.0
299,18,48.0,842.6072499136485,True,False,83.45,100.0
300,23,96.0,840.8542136640802,True,False,83.275,100.0
301,18,192.0,840.0699425957598,True,False,83.10000000000001,100.0
302,14,192.0,839.289592882781,True,False,82.92500000000001,100.0
303,13,96.0,837.5531449183671,True,False,82.75000000000001,100.0
304,17,96.0,835.8253791937753,True,False,82.57500000000002,100.0
305,18,144.0,834.5862522978065,True,False,82.40000000000002,100.0
306,20,144.0,833.3533210363174,True,False,82.57500000000002,100.0
307,18,96.0,831.6465544311359,True,False,82.6,100.0
308,15,96.0,829.9483216589801,True,False,82.77499999999999,100.0
309,17,48.0,827.7785800506853,True,False,82.6,100.0
310,23,96.0,826.0996871504318,True,False,82.425,100.0
311,23,144.0,824.9091887146797,True,False,82.25,100.0
312,17,144.0,823.7246427711062,True,False,82.425,100.0
313,17,96.0,822.0660195572507,True,False,82.6,100.0
314,20,96.0,820.4156894594644,True,False,82.425,100.0
315,21,239.99999999999997,820.213611012167,True,False,82.6,100.0
316,22,96.0,818.5725429571062,True,False,82.6,100.0
317,18,96.0,816.9396802423206,True,False,82.6,100.0
318,17,96.0,815.314981841109,True,False,82.425,100.0
319,24,144.0,814.1784069319034,True,False,82.25,100.0
320,25,239.99999999999997,814.0075148972438,True,False,82.075,100.0
321,38,239.99999999999997,813.8374773227576,True,False,81.9,100.0
322,32,288.0,814.1482899361439,True,False,82.075,100.0
323,32,96.0,812.5375484864632,True,False,81.9,100.0
324,40,192.0,811.8948607440308,True,False,81.72500000000001,100.0
325,39,288.0,812.2153864403107,True,False,81.55000000000001,100.0
326,36,144.0,811.0943095081092,True,False,81.37500000000001,100.0
327,30,192.0,810.4588379605686,True,False,81.55000000000001,100.0
328,30,96.0,808.8665437707658,True,False,81.37500000000001,100.0
329,31,192.0,808.242211051912,True,False,81.20000000000002,100.0
330,28,239.99999999999997,808.1009999966525,True,False,81.02500000000002,100.0
331,25,192.0,807.4804949966692,True,False,81.20000000000002,100.0
332,28,144.0,806.3830925216859,True,False,81.02500000000002,100.0
333,27,192.0,805.7711770590774,True,False,81.20000000000002,100.0
334,27,144.0,804.682321173782,True,False,81.02500000000002,100.0
335,20,192.0,804.0789095679131,True,False,81.20000000000002,100.0
336,14,96.0,802.5185150200736,True,False,81.37500000000001,100.0
337,14,0.0,800.0059224449732,True,False,81.55000000000001,100.0
338,11,96.0,798.4658928327483,True,False,81.72500000000001,100.0
339,13,48.0,796.4535633685846,True,False,81.55000000000001,100.0
340,14,144.0,795.4112955517417,True,False,81.72500000000001,100.0
341,11,96.0,793.8942390739829,True,False,81.9,100.0
342,11,0.0,791.424767878613,True,False,82.075,100.0
343,8,48.0,789.44764403922,True,False,82.25,100.0
344,16,48.0,787.4804058190239,True,False,82.075,100.0
345,18,144.0,786.4830037899287,True,False,81.9,100.0
346,16,144.0,785.4905887709791,True,False,82.075,100.0
347,14,96.0,784.0231358271242,True,False,82.25,100.0
348,12,48.0,782.0830201479886,True,False,82.425,100.0
349,14,96.0,780.6326050472486,True,False,82.25,100.0
350,15,144.0,779.6694420220124,True,False,82.425,100.0
351,17,96.0,778.2310948119024,True,False,82.25,100.0
352,18,192.0,777.7599393378429,True,False,82.425,100.0
353,23,96.0,776.3311396411536,True,False,82.25,100.0
354,16,192.0,775.8694839429479,True,False,82.425,100.0
355,17,48.0,773.9701365232331,True,False,82.6,100.0
356,11,96.0,772.560285840617,True,False,82.77499999999999,100.0
357,9,48.0,770.6774844114138,True,False,82.94999999999999,100.0
358,8,0.0,768.3240969893568,True,False,83.12499999999999,100.0
359,10,0.0,765.98247650441,True,False,83.29999999999998,100.0
360,12,48.0,764.132564121888,True,False,83.12499999999999,100.0
361,10,96.0,762.7719013012785,True,False,83.29999999999998,100.0
362,7,0.0,760.458041794772,True,False,83.47499999999998,100.0
363,9,48.0,758.6357515857982,True,False,83.29999999999998,100.0
364,12,96.0,757.3025728278692,True,False,83.12499999999999,100.0
365,10,96.0,755.9760599637299,True,False,82.94999999999999,100.0
366,9,96.0,754.6561796639112,True,False,83.12499999999999,100.0
367,7,48.0,752.8628987655916,True,False,83.29999999999998,100.0
368,4,48.0,751.0785842717636,True,False,83.47499999999998,100.0
369,5,0.0,748.8231913504047,True,False,83.64999999999998,100.0
370,3,48.0,747.0590753936527,True,False,83.82499999999997,100.0
371,3,0.0,744.8237800166845,True,False,83.99999999999997,100.0
372,2,0.0,742.599661116601,True,False,84.17499999999997,100.0
373,1,0.0,740.386662811018,True,False,84.34999999999997,100.0
374,1,0.0,738.184729496963,True,False,84.52499999999996,100.0
375,1,0.0,735.9938058494781,True,False,84.69999999999996,100.0
376,1,0.0,733.8138368202307,True,False,84.87499999999996,100.0
377,2,0.0,731.6447676361295,True,False,84.69999999999996,100.0
378,1,48.0,729.9665437979488,True,False,84.87499999999996,100.0
379,0,0.0,727.8167110789591,True,False,85.0,100.0
380,0,0.0,725.6776275235643,True,False,85.0,100.0
381,0,0.0,723.5492393859465,True,False,85.0,100.0
382,0,0.0,721.4314931890168,True,False,85.0,100.0
383,0,0.0,719.3243357230717,True,False,85.0,100.0
384,0,0.0,717.2277140444563,True,False,85.0,100.0
385,0,0.0,715.1415754742341,True,False,85.0,100.0
386,0,0.0,713.0658675968629,True,False,85.0,100.0
387,0,0.0,711.0005382588786,True,False,85.0,100.0
388,0,0.0,708.9455355675842,True,False,85.0,100.0
389,0,0.0,706.9008078897463,True,False,85.0,100.0
390,0,0.0,704.8663038502975,True,False,85.0,100.0
391,0,0.0,702.841972331046,True,False,85.0,100.0
392,0,0.0,700.8277624693908,True,False,85.0,100.0
393,0,0.0,698.8236236570439,True,False,85.0,100.0
394,0,0.0,696.8295055387587,True,False,85.0,100.0
395,0,0.0,694.8453580110648,True,False,85.0,100.0
396,0,0.0,692.8711312210095,True,False,85.0,100.0
397,0,0.0,690.9067755649045,True,False,85.0,100.0
398,0,0.0,688.95224168708,True,False,85.0,100.0
399,0,0.0,687.0074804786447,True,False,85.0,100.0
400,0,0.0,685.0724430762514,True,False,85.0,100.0
401,0,0.0,683.1470808608701,True,False,85.0,100.0
402,0,0.0,681.2313454565658,True,False,85.0,100.0
403,0,0.0,679.325188729283,True,False,85.0,100.0
404,0,0.0,677.4285627856366,True,False,85.0,100.0
405,0,0.0,675.5414199717084,True,False,85.0,100.0
406,0,0.0,673.6637128718498,True,False,85.0,100.0
407,0,0.0,671.7953943074906,True,False,85.0,100.0
408,0,0.0,669.9364173359531,True,False,85.0,100.0
409,0,0.0,668.0867352492734,True,False,85.0,100.0
410,0,0.0,666.246301573027,True,False,85.0,100.0
411,0,0.0,664.4150700651619,True,False,85.0,100.0
412,0,0.0,662.5929947148361,True,False,85.0,100.0
413,0,0.0,660.780029741262,True,False,85.0,100.0
414,0,0.0,658.9761295925556,True,False,85.0,100.0
415,0,0.0,657.1812489445928,True,False,85.0,100.0
416,0,0.0,655.3953426998698,True,False,85.0,100.0
417,0,0.0,653.6183659863705,True,False,85.0,100.0
418,0,0.0,651.8502741564386,True,False,85.0,100.0
419,0,0.0,650.0910227856564,True,False,85.0,100.0
420,0,0.0,648.3405676717281,True,False,85.0,100.0
421,0,0.0,646.5988648333695,True,False,85.0,100.0
422,0,0.0,644.8658705092026,True,False,85.0,100.0
423,0,0.0,643.1415411566567,True,False,85.0,100.0
424,0,0.0,641.4258334508734,True,False,85.0,100.0
425,0,0.0,639.718704283619,True,False,85.0,100.0
426,0,0.0,638.0201107622009,True,False,85.0,100.0
427,0,0.0,636.3300102083899,True,False,85.0,100.0
428,0,0.0,634.648360157348,True,False,85.0,100.0
429,0,0.0,632.9751183565612,True,False,85.0,100.0
430,0,0.0,631.3102427647784,True,False,85.0,100.0
431,0,0.0,629.6536915509545,True,False,85.0,100.0
432,0,0.0,628.0054230931997,True,False,85.0,100.0
